订单号,客户代码（需方）,最终用户,部门代码,最早交货月,订单交货月,保产合同/非保产合同,渠道委托控货标记,制造单元,股份合同性质,品种代码,订单是否变更过(价格变更),订单是否变更过(重量变更),订单是否变更过 (交货信息变更(订单是否变更物流模板)),营销员代码,协议价格类型,渠道强制生效&延付罚息白名单维护（Q01-延付罚息白名单，Q03-强制生效管控名单）,合同是否厂商银（F-融资）,交货方式,运输方式代码,备货转销售,订单是否免息,收条是否有免息政策,收条上做买方付息，做报批件，做过折现的,订货量,订单价格(含税）,总重量,总金额(含税),本客户的平均回款天数:本客户的所有订单sum（订单首次配足款时间-合同强制生效时间）/订单数,本单该客户的平均晚回款比例：(本单客户的本次配足款时间-合同强制生效时间)/本客户的平均回款天数,本品种的平均回款天数:本品种的所有订单sum（订单首次配足款时间-合同强制生效时间）/订单数,本单该品种的平均晚回款比例：(本单品种的本次配足款时间-合同强制生效时间)/本品种的平均回款天数,总件数（按件计）,本客户历史订货总量,本客户历史订单总数（合约数）,本品种历史订单总数（合约数）,强制生效-首付款差值综合（客户）,强制生效-首付款差值综合（品种）,回款时间
QB23600318,050976,008906,QB202000,202306,20230515130623919,N,N,Z,QZA,X0,N,N,N,105237,N,N,N,20.0,23.0,N,N,N,N,35.0,7573.26,85.0,643727.1,19.55681818,0.613596746,66.61853448,0.180130051,0.0,643727.1,176.0,1856,3442.0,123644.0,11.749305555555557
QB23600320,050976,008906,QB202000,202306,20230515130919043,N,N,Z,QZA,LC,N,N,N,105237,N,N,N,20.0,23.0,N,N,N,N,50.0,7742.76,72.0,553749.72,19.55681818,0.613596746,64.70043,0.185470174,0.0,553749.72,176.0,2093,3442.0,135418.0,11.749305555555557
QB23600321,050976,008906,QB202000,202306,20230515131405959,N,N,Z,QZA,X0,N,N,N,105237,N,N,N,20.0,23.0,N,N,N,N,22.0,7573.26,72.0,553749.72,19.55681818,0.613596746,66.61853448,0.180130051,0.0,553749.72,176.0,1856,3442.0,123644.0,11.749305555555557
QB23600324,050976,008906,QB202000,202306,20230515131952634,N,N,Z,QZA,X0,N,N,N,105237,N,N,N,20.0,23.0,N,N,N,N,40.0,5526.83,162.0,908205.86,19.55681818,0.664729808,66.61853448,0.195140888,0.0,908205.86,176.0,1856,3442.0,123644.0,12.786805555555555
QB23600327,010019,010019,QB202000,202306,20230515135124920,N,N,J,QZA,LC,N,N,N,784034,N,Q01,N,20.0,23.0,N,N,N,N,30.0,8171.03,610.0,5188598.4,98.77419355,1.042782495,64.70043,1.591952325,0.0,5188598.4,310.0,2093,30620.0,135418.0,33.890972222222224
QB23600334,055963,066314,QB202400,202306,20230515152831313,N,N,B,QZA,D0,N,N,N,783375,N,N,N,20.0,23.0,N,N,N,N,150.0,4409.6216,300.0,1335598.98,11,1.272727273,35.77678571,0.391315198,0.0,1335598.98,10.0,112,110.0,4007.0,13.585416666666667
QB23600349,008906,008906,QB202000,202306,20230515163643173,N,N,Z,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,50.0,4089.5039,1000.0,4038653.9,84.61266874,1.004577698,66.61853448,1.275921193,0.0,4038653.9,963.0,1856,81482.0,123644.0,15.68611111111111
QB23600359,A13028,A13028,QB202400,202306,20230515165610467,N,N,B,QZA,D0,N,N,N,782822,N,N,N,20.0,23.0,N,N,N,N,200.0,3897.4039,1000.0,3981023.9,19.85714286,4.381294964,35.77678571,2.431744447,0.0,3981023.9,7.0,112,139.0,4007.0,17.882638888888888
QB23600361,008906,008906,QB202000,202306,20230515165644766,N,N,Z,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,250.0,3897.4039,1000.0,3981023.9,84.61266874,1.004577698,66.61853448,1.275921193,0.0,3981023.9,963.0,1856,81482.0,123644.0,15.686805555555557
QB23600351,008906,008906,QB202000,202306,20230515164419294,N,N,Z,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,20.0,7477.21,35.0,280149.6,84.61266874,1.016396259,66.61853448,1.290932031,0.0,280149.6,963.0,1856,81482.0,123644.0,16.65277777777778
QB23600353,009022,008906,QB202000,202306,20230515164917502,Y,N,Z,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,5.0,10375.66,5.0,52273.8,36.09722222,0.41554444,66.61853448,0.225162563,0.0,52273.8,72.0,1856,2599.0,123644.0,14.72013888888889
QB23600356,052370,011022,QB202000,202306,20230515165206087,Y,N,Z,QZA,MC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,50.0,8465.96,147.0,1277718.12,61.71980676,0.162022542,75.38231353,0.132657112,0.0,1277718.12,621.0,2239,38328.0,168781.0,9.725
QB23600357,010080,008906,QB202000,202306,20230515165246051,Y,N,Z,QZA,X0,N,N,N,105237,N,Q01,N,20.0,22.0,N,N,N,N,22.0,8465.96,147.0,1277718.12,55.01984127,0.181752614,66.61853448,0.150108376,0.0,1277718.12,252.0,1856,13865.0,123644.0,9.545833333333333
QB23600372,008906,008906,QB202000,202306,20230515201850694,N,N,B,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,93.0,5559.6,193.0,1073002.8,84.61266874,0.980940576,66.61853448,1.245899518,0.0,1073002.8,963.0,1856,81482.0,123644.0,13.77986111111111
QB23600365,052370,011022,QB202000,202306,20230515170057323,Y,N,Z,QZA,MC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,25.0,8296.46,45.0,377860.7,61.71980676,0.162022542,75.38231353,0.132657112,0.0,377860.7,621.0,2239,38328.0,168781.0,9.727083333333333
QB23600366,052370,008906,QB202000,202306,20230515170223492,N,N,B,QZA,X0,Y,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,20.0,8013.96,45.0,377860.7,61.71980676,0.162022542,66.61853448,0.150108376,0.0,377860.7,621.0,1856,38328.0,123644.0,9.72638888888889
QB23600367,052370,008906,QB202000,202306,20230515174234171,N,N,Z,QZA,X0,Y,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,25.0,8465.96,85.0,740172.6,61.71980676,0.162022542,66.61853448,0.150108376,0.0,740172.6,621.0,1856,38328.0,123644.0,9.72638888888889
QB23600369,010080,010127,QB202000,202306,20230515191503710,Y,N,Z,QZA,MC,N,N,N,105209,N,Q01,N,20.0,22.0,N,N,N,N,20.0,10755.34,50.0,546807.0,55.01984127,1.672124053,75.38231353,1.220445429,0.0,546807.0,252.0,2239,13865.0,168781.0,22.929166666666664
QB23600370,010080,010127,QB202000,202306,20230515191842045,Y,N,Z,QZA,MC,N,N,N,105209,N,Q01,N,20.0,22.0,N,N,N,N,160.0,10702.23,180.0,1937249.4,55.01984127,1.672124053,75.38231353,1.220445429,0.0,1937249.4,252.0,2239,13865.0,168781.0,22.929166666666664
QB23600371,010080,010127,QB202000,202306,20230515192839324,Y,N,Z,QZA,MC,N,N,N,105209,N,Q01,N,20.0,22.0,N,N,N,N,20.0,10532.73,180.0,1937249.4,55.01984127,1.672124053,75.38231353,1.220445429,0.0,1937249.4,252.0,2239,13865.0,168781.0,22.929166666666664
QB23600374,008906,008906,QB202000,202306,20230515205732262,N,N,B,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,10.0,9030.96,10.0,92569.6,84.61266874,1.004577698,66.61853448,1.275921193,0.0,92569.6,963.0,1856,81482.0,123644.0,15.654166666666667
QB23600375,008906,008906,QB202000,202306,20230515211345366,N,N,B,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,5.0,9302.16,5.0,47640.8,84.61266874,1.004577698,66.61853448,1.275921193,0.0,47640.8,963.0,1856,81482.0,123644.0,15.654166666666667
QB23600376,008906,008906,QB202000,202306,20230515213800181,N,N,Z,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,18.0,7629.76,48.0,405834.98,84.61266874,1.004577698,66.61853448,1.275921193,0.0,405834.98,963.0,1856,81482.0,123644.0,15.654166666666667
QB23600377,008906,008906,QB202000,202306,20230515231934827,N,N,Z,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,5.0,7951.81,5.0,40889.05,84.61266874,1.004577698,66.61853448,1.275921193,0.0,40889.05,963.0,1856,81482.0,123644.0,15.65486111111111
QB23600378,A17130,A17130,QB202000,202306,20230516081942015,N,N,Z,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,10.0,6457.95,65.0,431095.0,54.93406593,1.856771354,64.70043,1.576496478,0.0,431095.0,91.0,2093,4999.0,135418.0,32.78194444444444
QB23600384,237556,086141,QB202000,202306,20230516085750221,Y,A,J,QZA,MC,N,N,N,105209,N,N,N,20.0,23.0,N,N,N,N,20.0,11392.66,40.0,455028.4,80.66666667,1.152892562,75.38231353,1.23371114,0.0,455028.4,3.0,2239,242.0,168781.0,23.74791666666667
QB23600390,008906,008906,QB202000,202306,20230516101802573,N,N,M,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,18.0,8234.31,36.0,304571.16,84.61266874,1.004577698,66.61853448,1.275921193,0.0,304571.16,963.0,1856,81482.0,123644.0,15.65486111111111
QB23600396,010080,008906,QB202000,202306,20230516130536004,N,N,B,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,30.0,4311.6054,116.0,507965.83,55.01984127,0.181752614,66.61853448,0.150108376,0.0,507965.83,252.0,1856,13865.0,123644.0,9.579166666666667
QB23600397,008981,008981,QB202300,202306,20230516132909447,Y,N,M,QZA,ML,Y,N,N,784033,N,N,N,20.0,23.0,N,N,N,N,28.0,4142.1054,116.0,507965.83,30.43478261,0.46,101.2702703,0.138243928,0.0,507965.83,115.0,185,3500.0,18735.0,13.830555555555556
QB23600398,115740,188734,QB202500,202306,20230516133532400,N,A,Z,QZA,J0,N,N,N,784628,N,Q03,N,20.0,21.0,N,Y,N,N,54.0,6200.31,133.0,812844.03,93.66666667,0.138790036,59.58059211,0.218191856,0.0,812844.03,24.0,608,2248.0,36225.0,13.048611111111112
QB23600400,010080,008906,QB202000,202306,20230516134141465,N,N,B,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,10.276,4965.22,513.382,2527853.4,55.01984127,0.109051569,66.61853448,0.090065025,4.0,2527853.4,252.0,1856,13865.0,123644.0,5.833333333333333
QB23600401,115740,188734,QB202500,202306,20230516135817803,N,A,Z,QZA,J0,N,N,N,784628,N,Q03,N,20.0,21.0,N,Y,N,N,1.923,5021.72,513.382,2527853.4,93.66666667,0.106761566,59.58059211,0.16783989,1.0,2527853.4,24.0,608,2248.0,36225.0,9.940972222222223
QB23600405,052370,008906,QB202000,202306,20230516144142639,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,420.0,10772.29,420.0,4557583.8,61.71980676,0.162022542,64.70043,0.154558478,0.0,4557583.8,621.0,2093,38328.0,135418.0,9.731944444444444
QB23600407,010080,010127,QB202000,202306,20230516144954194,N,N,J,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,20.0,9719.13,70.0,662117.85,55.01984127,1.672124053,64.70043,1.421937999,0.0,662117.85,252.0,2093,13865.0,135418.0,22.68472222222222
QB23600415,052370,011022,QB202000,202306,20230516153744347,Y,N,Z,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,Y,300.0,4225.9966,800.0,3386447.28,61.71980676,0.162022542,64.70043,0.154558478,0.0,3386447.28,621.0,2093,38328.0,135418.0,9.763194444444444
QB23600402,052370,011022,QB202000,202306,20230516142332163,Y,N,Z,QZA,MC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,Y,500.0,4096.9054,2000.0,8205110.8,61.71980676,0.162022542,75.38231353,0.132657112,0.0,8205110.8,621.0,2239,38328.0,168781.0,9.762500000000001
QB23600422,052370,008906,QB202000,202306,20230516161049810,N,N,Z,QZA,LC,Y,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,200.0,3950.0054,2000.0,8205110.8,61.71980676,0.162022542,64.70043,0.154558478,0.0,8205110.8,621.0,2093,38328.0,135418.0,9.764583333333333
QB23600423,053432,139839,QB202100,202306,20230516161601118,Y,N,Z,QZA,X0,Y,N,N,784589,N,Q03,N,20.0,23.0,N,Y,N,N,100.0,3927.4054,2000.0,8205110.8,44.17518248,0.339557171,66.61853448,0.225162563,0.0,8205110.8,137.0,1856,6052.0,123644.0,14.852777777777776
QB23600424,052370,008906,QB202000,202306,20230516164044042,N,N,Z,QZA,MC,Y,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,20.0,8628.68,45.0,391398.1,61.71980676,0.145820288,75.38231353,0.119391401,0.0,391398.1,621.0,2239,38328.0,168781.0,8.9375
QB23600426,052370,008906,QB202000,202306,20230516170057928,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,30.0,8838.86,281.0,2792068.41,61.71980676,0.145820288,64.70043,0.13910263,0.0,2792068.41,621.0,2093,38328.0,135418.0,8.9375
QB23600430,050976,008906,QB202000,202306,20230516170250194,N,N,Z,QZA,LC,N,N,N,105237,N,N,N,20.0,23.0,N,N,N,N,29.0,9053.56,281.0,2792068.41,19.55681818,0.613596746,64.70043,0.185470174,0.0,2792068.41,176.0,2093,3442.0,135418.0,11.99236111111111
QB23600443,052370,011022,QB202000,202306,20230516175542236,N,N,C,QZA,LC,N,N,N,105209,N,Q01,N,20.0,22.0,N,Y,N,Y,30.0,8425.28,148.0,1235053.84,61.71980676,0.226831559,64.70043,0.216381869,0.0,1235053.84,621.0,2093,38328.0,135418.0,13.594444444444443
QB23600433,468015,170456,QB202100,202306,20230516170804212,Y,N,Z,QZA,L0,Y,N,N,784580,N,N,N,20.0,23.0,N,N,N,N,80.0,4668.595,370.0,1683084.15,14.42222222,0.138674884,54.24759615,0.036867993,0.0,1683084.15,45.0,832,649.0,45134.0,1.8020833333333333
QB23600434,052370,008906,QB202000,202306,20230516171217030,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,80.0,9741.73,80.0,797418.4,61.71980676,0.145820288,64.70043,0.13910263,0.0,797418.4,621.0,2093,38328.0,135418.0,8.69513888888889
QB23600435,052370,008906,QB202000,202306,20230516171220053,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,30.0,7262.51,30.0,217875.3,61.71980676,0.145820288,64.70043,0.13910263,0.0,217875.3,621.0,2093,38328.0,135418.0,8.694444444444445
QB23600439,050976,008906,QB202000,202306,20230516172238053,N,N,Z,QZA,X0,N,N,N,105237,N,N,N,20.0,23.0,N,N,N,N,20.0,8453.53,150.0,1211727.25,19.55681818,0.613596746,66.61853448,0.180130051,0.0,1211727.25,176.0,1856,3442.0,123644.0,11.988194444444444
QB23600445,050976,008906,QB202000,202306,20230516180739743,N,N,Z,QZA,MC,N,N,N,105237,N,N,N,20.0,23.0,N,N,N,N,30.0,8499.86,50.0,428383.0,19.55681818,0.613596746,75.38231353,0.159188534,0.0,428383.0,176.0,2239,3442.0,168781.0,11.743055555555555
QB23600448,050976,008906,QB202000,202306,20230516181223567,N,N,Z,QZA,X0,N,N,N,105237,N,N,N,20.0,23.0,N,N,N,N,25.0,7319.01,25.0,182975.25,19.55681818,0.613596746,66.61853448,0.180130051,0.0,182975.25,176.0,1856,3442.0,123644.0,11.743055555555555
QB23600451,032832,032832,QB202300,202306,20230516182526046,Y,N,M,QZA,T0,Y,N,N,784920,N,Q01,N,20.0,23.0,N,N,Y,N,48.0,7502.07,96.0,719656.32,92.66666667,3.086330935,56.66350711,5.047340248,0.0,719656.32,6.0,422,556.0,23912.0,77.82083333333334
QB23600456,468015,170456,QB202100,202306,20230516193239521,Y,N,Z,QZA,L0,Y,N,N,784580,N,N,N,20.0,23.0,N,N,N,N,40.0,9148.48,40.0,388539.2,14.42222222,0.138674884,54.24759615,0.036867993,0.0,388539.2,45.0,832,649.0,45134.0,1.8527777777777779
QB23600461,050104,008906,QB202000,202306,20230516203557484,N,N,M,QZA,X0,N,N,N,105237,N,Q01,N,20.0,21.0,N,N,N,N,100.0,4725.095,720.0,3368620.4,64.33333333,1.367875648,66.61853448,1.320953706,0.0,3368620.4,12.0,1856,772.0,123644.0,18.460416666666667
QB23600465,007098,007098,QB202100,202306,20230516213335368,Y,N,Z,QZA,L0,Y,N,N,784629,N,Q03,N,20.0,23.0,N,N,N,N,80.0,4476.495,720.0,3368620.4,95.79104478,0.991741976,54.24759615,1.751229672,0.0,3368620.4,67.0,832,6418.0,45134.0,25.400694444444444
QB23600452,039574,008071,QB202000,202306,20230516184211476,N,A,C,QSA,LC,Y,N,N,105237,N,Q01,N,20.0,21.0,N,N,N,N,40.0,6356.25,40.0,257414.0,50.40384615,0.178557802,64.70043,0.13910263,0.0,257414.0,52.0,2093,2621.0,135418.0,8.940277777777778
QB23600467,007098,129886,QB202100,202306,20230516213911832,Y,N,Z,QZA,L0,Y,N,N,784629,N,Q03,N,20.0,23.0,N,N,N,N,42.0,4640.345,244.0,1128944.58,95.79104478,3.058741041,54.24759615,5.401160987,0.0,1128944.58,67.0,832,6418.0,45134.0,85.02638888888889
QB23600469,008363,008363,QB202300,202306,20230516214652938,Y,N,Z,QZA,O0,Y,N,N,YX4316,N,N,N,20.0,23.0,N,N,N,N,60.0,4781.595,200.0,960726.0,36.57920792,2.487752064,67.4570185,1.349007146,0.0,960726.0,202.0,919,7389.0,61993.0,22.263194444444448
QB23600486,A02146,088318,QB202000,202306,20230517072303131,N,N,J,QZA,MC,N,N,N,105209,N,Q01,N,10.0,11.0,N,N,N,N,28.0,10064.91,28.0,284032.28,53.02941176,1.734886301,75.38231353,1.220445429,0.0,284032.28,68.0,2239,3606.0,168781.0,23.070138888888888
QB23600473,008363,008363,QB202300,202306,20230516215022552,Y,N,Z,QZA,O0,Y,N,N,YX4316,N,N,N,20.0,23.0,N,N,N,N,25.0,8221.88,45.0,380154.6,36.57920792,2.515089999,67.4570185,1.3638314,0.0,380154.6,202.0,919,7389.0,61993.0,22.74722222222222
QB23600477,052370,008906,QB202000,202306,20230517071620290,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,90.0,8312.28,90.0,798955.2,61.71980676,0.145820288,64.70043,0.13910263,0.0,798955.2,621.0,2093,38328.0,135418.0,8.69513888888889
QB23600478,039574,008906,QB202000,202306,20230517072021733,N,N,J,QZA,LC,Y,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,22.0,7951.81,22.0,176680.02,50.40384615,0.277756581,64.70043,0.216381869,0.0,176680.02,52.0,2093,2621.0,135418.0,13.956944444444444
QB23600479,039574,008906,QB202000,202306,20230517072025240,N,N,J,QZA,LC,Y,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,150.0,12268.41,150.0,1852126.5,50.40384615,0.277756581,64.70043,0.216381869,0.0,1852126.5,52.0,2093,2621.0,135418.0,13.955555555555556
QB23600480,039574,008906,QB202000,202306,20230517072028971,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,25.0,10076.21,50.0,507765.5,50.40384615,0.277756581,64.70043,0.216381869,0.0,507765.5,52.0,2093,2621.0,135418.0,13.957638888888889
QB23600481,000534,011022,QB202000,202306,20230517072032776,N,N,J,QZA,LC,N,N,N,105209,N,Q01,N,10.0,11.0,N,N,N,N,25.0,10076.21,50.0,507765.5,55.54054054,0.090024331,64.70043,0.077279239,0.0,507765.5,37.0,2093,2055.0,135418.0,4.830555555555556
QB23600493,115740,188734,QB202500,202306,20230517083618479,N,A,Z,QZA,J0,N,N,N,784628,N,Q03,N,20.0,21.0,N,Y,N,N,3.123,5344.9,2613.045,13406518.2,93.66666667,0.992882562,59.58059211,1.560910973,1.0,13406518.2,24.0,608,2248.0,36225.0,23.978472222222223
QB23600496,A07156,008906,QB202000,202306,20230517084926486,Y,N,Z,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,38.416,5231.9,1654.334,8589184.94,68.43717277,0.175343304,75.38231353,0.159188534,7.0,8589184.94,382.0,2239,26143.0,168781.0,11.724305555555555
QB23600498,010080,008906,QB202000,202306,20230517093040767,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,35.0,13087.66,35.0,460836.6,55.01984127,0.163577353,75.38231353,0.119391401,0.0,460836.6,252.0,2239,13865.0,168781.0,8.512500000000001
QB23600500,042274,038489,QB202000,202306,20230517093325400,N,N,C,QZA,LC,N,N,N,105289,N,Q01,N,20.0,21.0,N,Y,N,N,25.0,8070.46,40.0,317846.4,76.71683673,1.277424933,64.70043,1.514673086,0.0,317846.4,784.0,2093,60146.0,135418.0,28.95138888888889
QB23600501,042274,038489,QB202000,202306,20230517093643378,N,N,C,QZA,MC,N,N,N,105289,N,Q01,N,20.0,22.0,N,Y,N,N,20.0,9359.79,20.0,188777.8,76.71683673,1.277424933,75.38231353,1.300039696,0.0,188777.8,784.0,2239,60146.0,168781.0,28.95138888888889
QB23600502,042274,038489,QB202000,202306,20230517093849607,N,N,C,QZA,MC,N,N,N,105289,N,Q01,N,20.0,22.0,N,Y,N,N,30.0,10075.08,260.0,2275729.6,76.71683673,1.277424933,75.38231353,1.300039696,0.0,2275729.6,784.0,2239,60146.0,168781.0,28.95138888888889
QB23600503,052370,088318,QB202000,202306,20230517094104189,N,N,C,QZA,LC,N,N,N,105209,N,Q01,N,20.0,22.0,N,Y,N,Y,48.0,7724.68,48.0,374581.44,61.71980676,0.226831559,64.70043,0.216381869,0.0,374581.44,621.0,2093,38328.0,135418.0,13.822222222222223
QB23600511,115740,188734,QB202500,202306,20230517101814564,N,A,Z,QZA,J0,N,N,N,784628,N,Q03,N,20.0,21.0,N,Y,N,N,1.508,6644.4,264.616,1330795.21,93.66666667,0.950177936,59.58059211,1.493775017,1.0,1330795.21,24.0,608,2248.0,36225.0,19.65138888888889
QB23600514,A07156,008906,QB202000,202306,20230517104631620,Y,N,Z,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,18.0,8526.98,18.0,157553.64,68.43717277,0.204567188,64.70043,0.216381869,0.0,157553.64,382.0,2093,26143.0,135418.0,13.718055555555557
QB23600515,008906,008906,QB202000,202306,20230517105131524,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,18.0,9606.13,91.0,878101.53,84.61266874,0.992759137,64.70043,1.298291217,0.0,878101.53,963.0,2093,81482.0,135418.0,14.618055555555555
QB23600516,008906,008906,QB202000,202306,20230517105138446,N,N,J,QZA,LC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,Y,18.0,9572.23,336.0,3074646.38,84.61266874,0.992759137,64.70043,1.298291217,0.0,3074646.38,963.0,2093,81482.0,135418.0,14.618055555555555
QB23600517,010080,011022,QB202000,202306,20230517105152835,Y,N,J,QZA,MC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,17.0,10693.19,17.0,183128.93,55.01984127,1.672124053,75.38231353,1.220445429,0.0,183128.93,252.0,2239,13865.0,168781.0,22.929166666666664
QB23600518,008906,008071,QB202000,202306,20230517105157574,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,23.0,9731.56,23.0,225645.18,84.61266874,0.992759137,75.38231353,1.11431974,0.0,225645.18,963.0,2239,81482.0,168781.0,14.618055555555555
QB23600519,008906,008071,QB202000,202306,20230517105205558,N,N,J,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,5.0,11618.66,15.0,164335.9,84.61266874,0.992759137,75.38231353,1.11431974,0.0,164335.9,963.0,2239,81482.0,168781.0,14.618055555555555
QB23600520,A07156,008906,QB202000,202306,20230517105215943,Y,N,J,QZA,MC,Y,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,75.0,13087.66,75.0,998524.5,68.43717277,0.204567188,75.38231353,0.185719957,0.0,998524.5,382.0,2239,26143.0,168781.0,13.718055555555557
QB23600521,A07156,008906,QB202000,202306,20230517105251043,Y,N,Z,QZA,MC,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,22.0,9516.86,22.0,214342.92,68.43717277,0.204567188,75.38231353,0.185719957,0.0,214342.92,382.0,2239,26143.0,168781.0,13.718055555555557
QB23600522,008981,008981,QB202100,202306,20230517105406515,Y,A,Z,QZA,M0,Y,N,N,E80347,N,N,N,20.0,23.0,N,Y,N,N,25.0,5254.5,50.0,263855.0,30.43478261,0.164285714,44.94050343,0.111258211,0.0,263855.0,115.0,437,3500.0,19639.0,5.543055555555555
QB23600524,A07156,008906,QB202000,202306,20230517110350952,Y,N,Z,QZA,MC,Y,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,27.0,11200.56,81.0,859497.21,68.43717277,0.204567188,75.38231353,0.185719957,0.0,859497.21,382.0,2239,26143.0,168781.0,13.718055555555557
QB23600525,042274,038489,QB202000,202306,20230517111709804,N,N,Z,QZA,LC,N,N,N,105289,N,Q01,N,20.0,23.0,N,N,N,N,42.0,8543.93,42.0,362167.26,76.71683673,1.277424933,64.70043,1.514673086,0.0,362167.26,784.0,2093,60146.0,135418.0,28.95138888888889
QB23600529,042274,197844,QB202000,202306,20230517113144427,N,N,J,QZA,MC,N,N,N,105289,N,Q01,N,20.0,23.0,N,N,N,N,18.0,9096.5,62.0,568887.2,76.71683673,1.277424933,75.38231353,1.300039696,0.0,568887.2,784.0,2239,60146.0,168781.0,28.94861111111111
QB23600532,A02146,088318,QB202000,202306,20230517124133837,N,N,J,QZA,LC,N,N,N,105209,N,Q01,N,10.0,11.0,N,N,N,N,25.0,9195.94,50.0,463752.0,53.02941176,1.734886301,64.70043,1.421937999,0.0,463752.0,68.0,2093,3606.0,135418.0,22.88611111111111
QB23600533,042274,197844,QB202000,202306,20230517124500993,N,N,C,QZA,MC,N,N,N,105289,N,Q01,N,20.0,22.0,N,Y,N,Y,55.0,8664.84,1945.0,18429040.05,76.71683673,1.199215243,75.38231353,1.220445429,0.0,18429040.05,784.0,2239,60146.0,168781.0,22.805555555555557
QB23600534,010080,010127,QB202000,202306,20230517124847277,N,N,J,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,N,18.0,8364.26,18.0,151980.48,55.01984127,1.672124053,64.70043,1.421937999,0.0,151980.48,252.0,2093,13865.0,135418.0,22.928472222222222
QB23600535,010080,010127,QB202000,202306,20230517124913138,N,N,Z,QZA,LC,N,N,N,105209,N,Q01,N,20.0,22.0,N,N,N,N,20.0,8528.11,58.0,505659.18,55.01984127,1.672124053,64.70043,1.421937999,0.0,505659.18,252.0,2093,13865.0,135418.0,22.928472222222222
QB23600536,042274,197844,QB202000,202306,20230517125308029,N,N,C,QZA,MC,N,N,N,105289,N,Q01,N,20.0,22.0,N,Y,N,N,35.0,8890.84,1415.0,13854670.1,76.71683673,1.277424933,75.38231353,1.300039696,0.0,13854670.1,784.0,2239,60146.0,168781.0,28.949305555555554
QB23600537,A07156,008906,QB202000,202306,20230517125817867,Y,N,B,QZA,X0,N,N,N,105237,N,Q01,N,20.0,23.0,N,N,N,N,18.0,8172.16,347.0,2935281.22,68.43717277,0.160731362,66.61853448,0.165119213,0.0,2935281.22,382.0,1856,26143.0,123644.0,11.1625
QB23600538,052370,050348,QB202000,202306,20230517125834450,Y,N,Z,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,N,N,Y,25.0,8601.56,25.0,217016.5,61.71980676,0.145820288,64.70043,0.13910263,0.0,217016.5,621.0,2093,38328.0,135418.0,8.938194444444445
